Recording,Participant,Timeline,TOI,Interval,Media,AOI,AOI_size,Duration_of_interval,Start_of_interval,Total_duration_of_fixations,Average_duration_of_fixations,Number_of_fixations,Time_to_first_fixation,Total_duration_of_Glances,Number_of_Glances
UXRecording1,UXP28,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,promo_popup,45931,12697,0,2552,232,11,424,1195,2
UXRecording1,UXP28,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,price_label,9322,11737,0,560,464,1,3195,271,1
UXRecording1,UXP28,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,navigation_menu,31046,12408,0,1230,205,6,1202,587,3
UXRecording1,UXP28,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,search_bar_target,19115,11730,0,908,454,2,4962,235,1
UXRecording1,UXP28,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,recommended_items,74313,11603,0,2088,232,9,1956,1250,2
UXRecording1,UXP28,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,reviews_section,59601,12834,0,1092,364,3,5423,565,2
UXRecording1,UXP28,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,shipping_info_target,12018,12227,0,768,374,2,8328,223,0
UXRecording1,UXP28,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,footer_links,41089,12619,0,296,148,2,7970,359,2
UXRecording2,UXP28,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,hero_banner,118303,12761,15000,2358,178,12,483,1224,2
UXRecording2,UXP28,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,product_image,98169,11125,15000,1587,211,7,907,841,4
UXRecording2,UXP28,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,checkout_target,15007,11566,15000,0,0,0,11566,230,1
UXRecording2,UXP28,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,add_to_cart_target,15913,12212,15000,1099,376,2,5502,342,1
UXRecording2,UXP28,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,promo_popup,46015,11324,15000,1817,189,7,542,1519,3
UXRecording2,UXP28,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,price_label,9415,11934,15000,674,290,2,2413,296,1
UXRecording2,UXP28,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,navigation_menu,34332,12535,15000,1030,135,6,1498,1007,3
UXRecording2,UXP28,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,search_bar_target,19116,12434,15000,1132,321,3,3009,297,1
UXRecording2,UXP28,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,recommended_items,78542,12415,15000,2100,210,10,1359,737,2
UXRecording2,UXP28,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,reviews_section,56135,12468,15000,632,259,2,7482,482,1
UXRecording2,UXP28,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,shipping_info_target,11898,12528,15000,1050,525,2,10410,157,1
UXRecording2,UXP28,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,footer_links,40065,11411,15000,183,183,1,11036,550,3
UXRecording3,UXP28,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,hero_banner,121841,12344,30000,2320,232,10,514,1450,4
UXRecording3,UXP28,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,product_image,99125,11114,30000,2258,203,8,643,1340,3
UXRecording3,UXP28,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,checkout_target,14340,11861,30000,0,0,0,11861,300,0
UXRecording3,UXP28,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,add_to_cart_target,17028,11645,30000,1077,359,3,5732,417,1
UXRecording3,UXP28,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,promo_popup,47687,11866,30000,1568,208,7,391,1561,3
UXRecording3,UXP28,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,price_label,8991,11336,30000,1194,398,3,2861,304,1
UXRecording3,UXP28,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,navigation_menu,35460,12230,30000,921,146,5,1128,619,2
UXRecording3,UXP28,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,search_bar_target,18624,12604,30000,0,0,0,12604,244,1
UXRecording3,UXP28,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,recommended_items,72913,11899,30000,2519,229,11,1579,671,2
UXRecording3,UXP28,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,reviews_section,56263,12228,30000,799,311,2,4863,360,1
UXRecording3,UXP28,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,shipping_info_target,12010,11319,30000,0,0,0,11319,245,1
UXRecording3,UXP28,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,footer_links,38900,11066,30000,190,188,1,11066,608,1
UXRecording1,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,hero_banner,119725,11785,0,3705,247,15,365,1227,3
UXRecording1,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,product_image,98764,11613,0,2352,198,7,484,1340,2
UXRecording1,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,checkout_target,15033,12544,0,1118,559,2,6734,292,1
UXRecording1,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,add_to_cart_target,16632,12113,0,1061,386,2,4578,405,1
UXRecording1,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,promo_popup,42557,12798,0,2079,231,9,533,1072,4
UXRecording1,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,price_label,9313,11384,0,729,433,1,2812,306,1
UXRecording1,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,navigation_menu,32952,12849,0,1224,204,6,1135,674,2
UXRecording1,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,search_bar_target,18995,12745,0,863,336,2,3413,310,0
UXRecording1,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,recommended_items,73073,11444,0,2106,234,9,1563,1175,3
UXRecording1,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,reviews_section,52843,12343,0,682,235,2,4465,477,2
UXRecording1,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,shipping_info_target,12300,12066,0,1012,506,2,7486,221,0
UXRecording1,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,footer_links,36057,12699,0,199,176,1,11962,514,2
UXRecording2,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,hero_banner,116313,12240,15000,3055,235,13,508,1184,4
UXRecording2,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,product_image,91428,12545,15000,2579,167,8,506,850,2
UXRecording2,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,checkout_target,13238,12461,15000,0,0,0,12461,243,0
UXRecording2,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,add_to_cart_target,17904,12005,15000,1686,562,3,4353,358,1
UXRecording2,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,promo_popup,42940,12005,15000,1695,158,9,353,1285,4
UXRecording2,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,price_label,9086,12200,15000,675,433,1,3248,335,1
UXRecording2,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,navigation_menu,32567,11763,15000,1362,227,6,1475,1039,3
UXRecording2,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,search_bar_target,19681,12356,15000,1443,481,3,2995,321,0
UXRecording2,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,recommended_items,77253,12154,15000,1426,134,7,1659,813,2
UXRecording2,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,reviews_section,55008,11248,15000,774,258,3,8026,480,1
UXRecording2,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,shipping_info_target,13319,12191,15000,661,491,1,9469,224,0
UXRecording2,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,footer_links,38326,11586,15000,270,203,1,6909,559,2
UXRecording3,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,hero_banner,112416,11883,30000,2973,247,11,438,1059,4
UXRecording3,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,product_image,95811,11774,30000,1870,284,6,724,872,4
UXRecording3,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,checkout_target,13792,12087,30000,0,0,0,12087,309,0
UXRecording3,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,add_to_cart_target,16354,11680,30000,0,0,0,11680,215,1
UXRecording3,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,promo_popup,43872,11235,30000,1848,168,11,551,1431,4
UXRecording3,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,price_label,9003,11433,30000,837,331,2,3760,184,1
UXRecording3,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,navigation_menu,33411,12126,30000,1428,204,7,809,890,4
UXRecording3,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,search_bar_target,19777,11258,30000,972,486,2,2742,350,1
UXRecording3,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,recommended_items,70592,12569,30000,1716,180,9,1847,1071,3
UXRecording3,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,reviews_section,55492,12587,30000,819,273,3,6469,587,2
UXRecording3,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,shipping_info_target,13571,12350,30000,886,443,2,7869,192,0
UXRecording3,UXP29,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,footer_links,40800,11849,30000,268,134,2,6782,585,1
UXRecording1,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,hero_banner,115838,12177,0,2882,158,8,340,860,2
UXRecording1,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,product_image,98977,12339,0,2470,241,8,684,740,2
UXRecording1,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,checkout_target,15275,11646,0,914,629,1,8232,275,1
UXRecording1,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,add_to_cart_target,17375,11815,0,1201,492,2,5051,402,1
UXRecording1,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,promo_popup,46261,12284,0,2618,238,11,536,1293,3
UXRecording1,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,price_label,9217,11953,0,802,401,2,3634,234,1
UXRecording1,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,navigation_menu,32054,11730,0,1146,185,5,852,774,3
UXRecording1,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,search_bar_target,18210,11168,0,906,453,2,3104,187,1
UXRecording1,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,recommended_items,71121,11300,0,1545,145,10,1391,861,3
UXRecording1,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,reviews_section,51763,12886,0,790,298,2,5089,578,1
UXRecording1,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,shipping_info_target,13026,11086,0,911,329,2,9621,168,1
UXRecording1,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,footer_links,38293,12519,0,274,137,2,11533,480,2
UXRecording2,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,hero_banner,123460,11318,15000,2610,172,10,512,1298,4
UXRecording2,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,product_image,94386,12255,15000,2073,244,7,748,909,4
UXRecording2,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,checkout_target,14932,12856,15000,1328,664,2,7307,228,1
UXRecording2,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,add_to_cart_target,16817,11995,15000,1185,590,2,6825,245,0
UXRecording2,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,promo_popup,47328,11664,15000,1424,193,6,389,954,3
UXRecording2,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,price_label,9057,12052,15000,735,411,1,3515,295,1
UXRecording2,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,navigation_menu,31405,11491,15000,1206,201,6,1202,867,3
UXRecording2,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,search_bar_target,20469,11159,15000,978,489,2,4449,171,1
UXRecording2,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,recommended_items,72688,12447,15000,1888,236,8,1536,819,4
UXRecording2,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,reviews_section,52103,12486,15000,649,269,2,5405,591,1
UXRecording2,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,shipping_info_target,12609,12031,15000,732,356,2,8439,162,1
UXRecording2,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,footer_links,39177,11177,15000,260,194,1,9828,511,1
UXRecording3,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,hero_banner,127230,11485,30000,2881,208,10,287,1647,4
UXRecording3,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,product_image,102497,11949,30000,1939,180,8,741,1287,4
UXRecording3,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,checkout_target,13766,11521,30000,0,0,0,11521,185,0
UXRecording3,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,add_to_cart_target,16303,11445,30000,1142,516,2,5482,207,1
UXRecording3,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,promo_popup,44272,11096,30000,2354,214,11,600,1597,4
UXRecording3,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,price_label,9018,12808,30000,830,415,2,2062,242,1
UXRecording3,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,navigation_menu,35204,12869,30000,981,147,4,1421,823,2
UXRecording3,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,search_bar_target,19597,12424,30000,984,492,2,4430,323,1
UXRecording3,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,recommended_items,76672,11801,30000,1625,174,6,1253,1022,4
UXRecording3,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,reviews_section,58997,12158,30000,804,307,2,4551,424,2
UXRecording3,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,shipping_info_target,13729,12219,30000,872,436,2,9822,178,1
UXRecording3,UXP30,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,footer_links,42114,11414,30000,280,140,2,11414,611,1
UXRecording1,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,hero_banner,118782,12756,0,2932,155,15,514,1463,3
UXRecording1,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,product_image,94487,12745,0,2122,178,9,526,1194,4
UXRecording1,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,checkout_target,14579,11128,0,908,448,1,7212,212,0
UXRecording1,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,add_to_cart_target,18091,12665,0,1145,559,2,4941,235,1
UXRecording1,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,promo_popup,45293,12224,0,2073,190,10,385,1670,4
UXRecording1,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,price_label,8935,11226,0,879,358,2,3712,307,1
UXRecording1,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,navigation_menu,32172,12134,0,998,197,5,1399,594,2
UXRecording1,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,search_bar_target,19256,11790,0,852,426,2,3937,210,1
UXRecording1,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,recommended_items,71164,12599,0,1691,134,7,1150,937,4
UXRecording1,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,reviews_section,59352,11666,0,607,286,2,4908,471,1
UXRecording1,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,shipping_info_target,13459,12517,0,0,0,0,12517,162,1
UXRecording1,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,footer_links,40837,11875,0,175,163,1,11506,573,2
UXRecording2,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,hero_banner,122145,11326,15000,3039,168,10,301,1093,4
UXRecording2,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,product_image,96117,12419,15000,2525,178,6,806,747,2
UXRecording2,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,checkout_target,13881,11541,15000,924,462,2,5971,254,0
UXRecording2,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,add_to_cart_target,16356,12958,15000,1354,423,3,3826,346,1
UXRecording2,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,promo_popup,47685,11884,15000,1872,208,9,472,989,3
UXRecording2,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,price_label,9805,11918,15000,874,437,2,3030,325,1
UXRecording2,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,navigation_menu,32568,11184,15000,1162,166,7,1185,705,3
UXRecording2,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,search_bar_target,18155,12770,15000,1084,464,2,2657,298,1
UXRecording2,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,recommended_items,79096,11134,15000,1836,173,9,1679,1316,3
UXRecording2,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,reviews_section,51664,11493,15000,520,249,2,7034,567,1
UXRecording2,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,shipping_info_target,12330,11789,15000,630,454,1,8539,214,0
UXRecording2,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,footer_links,39515,12707,15000,394,197,2,12612,605,2
UXRecording3,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,hero_banner,119562,12743,30000,2550,255,10,496,1169,3
UXRecording3,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,product_image,91878,11480,30000,1665,187,8,782,1034,2
UXRecording3,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,checkout_target,14912,12758,30000,994,497,2,4904,170,0
UXRecording3,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,add_to_cart_target,17993,12513,30000,1185,395,3,5889,208,1
UXRecording3,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,promo_popup,46131,12403,30000,1596,228,7,633,1545,5
UXRecording3,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,price_label,8821,12754,30000,0,0,0,12754,249,1
UXRecording3,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,navigation_menu,34412,11086,30000,1054,137,7,1340,825,3
UXRecording3,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,search_bar_target,20605,11403,30000,903,406,2,3980,213,1
UXRecording3,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,recommended_items,77408,12390,30000,1746,194,9,1700,1139,3
UXRecording3,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,reviews_section,56919,11288,30000,720,346,2,8036,517,2
UXRecording3,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,shipping_info_target,12109,11074,30000,1016,508,2,10372,143,1
UXRecording3,UXP31,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,footer_links,40744,11152,30000,406,203,2,11152,393,2
UXRecording1,UXP32,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,hero_banner,131533,11177,0,2948,239,8,551,1491,2
UXRecording1,UXP32,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,product_image,100952,11153,0,2750,275,10,548,1303,3
UXRecording1,UXP32,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,checkout_target,14591,12364,0,1073,609,1,5844,289,1
UXRecording1,UXP32,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,add_to_cart_target,17966,12786,0,0,0,0,12786,314,1
UXRecording1,UXP32,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,promo_popup,45360,11129,0,2141,227,7,519,1470,3
UXRecording1,UXP32,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,price_label,8716,12036,0,0,0,0,12036,295,1
UXRecording1,UXP32,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,navigation_menu,35056,12940,0,1393,199,7,1078,946,2
UXRecording1,UXP32,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,search_bar_target,18522,11075,0,1263,421,3,4394,316,1
UXRecording1,UXP32,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,recommended_items,74921,12307,0,1543,197,5,1620,765,4
UXRecording1,UXP32,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,reviews_section,56892,12215,0,728,274,2,7959,420,1
UXRecording1,UXP32,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,shipping_info_target,13506,12775,0,1146,573,2,8822,201,0
UXRecording1,UXP32,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,footer_links,38662,11531,0,255,125,1,7674,464,2
UXRecording2,UXP32,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,hero_banner,130023,11392,15000,2119,163,13,503,1192,2
UXRecording2,UXP32,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,product_image,103112,11215,15000,2285,210,8,906,1393,4
UXRecording2,UXP32,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,checkout_target,15331,11924,15000,990,668,1,6006,290,0
UXRecording2,UXP32,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,add_to_cart_target,16318,12646,15000,1632,544,3,4104,218,1
UXRecording2,UXP32,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,promo_popup,45627,11050,15000,2097,200,9,639,1465,5
UXRecording2,UXP32,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,price_label,8727,12380,15000,926,463,2,3373,289,0
UXRecording2,UXP32,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,navigation_menu,34095,12030,15000,1119,151,6,1294,596,3
UXRecording2,UXP32,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,search_bar_target,20269,11797,15000,0,0,0,11797,304,1
UXRecording2,UXP32,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,recommended_items,71217,11754,15000,1755,195,9,2016,922,2
UXRecording2,UXP32,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,reviews_section,53606,11144,15000,775,305,2,7854,304,1
UXRecording2,UXP32,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,shipping_info_target,12224,11517,15000,775,493,1,6738,228,0
UXRecording2,UXP32,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,footer_links,39504,12748,15000,205,126,1,11917,560,2
UXRecording3,UXP32,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,hero_banner,115109,12106,30000,3360,224,15,536,1456,4
UXRecording3,UXP32,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,product_image,102423,11511,30000,2376,264,9,585,999,4
UXRecording3,UXP32,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,checkout_target,14063,12638,30000,1316,658,2,6705,235,0
UXRecording3,UXP32,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,add_to_cart_target,16630,11449,30000,1319,366,2,4142,401,0
UXRecording3,UXP32,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,promo_popup,43488,12798,30000,1406,198,7,563,964,5
UXRecording3,UXP32,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,price_label,9046,12381,30000,954,477,2,2451,346,1
UXRecording3,UXP32,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,navigation_menu,32309,12268,30000,842,161,4,1002,815,4
UXRecording3,UXP32,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,search_bar_target,18248,11679,30000,1004,502,2,4707,291,1
